ID,Age,Age_Group,Experience,Income,Income_Group,ZIP_Code,Family,CCAvg,Spending_Level,Education,Education_Level,Mortgage,Mortgage_Category,Personal_Loan,Personal_Loan_Status,Securities_Account,CD_Account,CD_Account_Status,Online,CreditCard
3497,37,Middle Age,13,49,Low Income,91711,4,2,Middle,3,professional,192,High Mortgage,0,Rejected,0,0,No,0,0
3498,55,Senior,31,134,High Income,92130,2,0.3,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
3499,30,Middle Age,6,182,High Income,93561,4,0.8,Low,3,professional,94,Low Mortgage,1,Accepted,0,0,No,1,0
3500,49,Middle Age,23,114,High Income,94550,1,0.3,Low,1,undergraduate,286,High Mortgage,0,Rejected,0,0,No,1,0
3501,51,Senior,26,90,Middle Income,94110,1,2.8,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,1
3502,65,Senior,39,105,High Income,91380,4,1.7,Low,3,professional,0,No Mortgage,0,Rejected,1,0,No,1,0
3503,32,Middle Age,8,58,Middle Income,95616,3,2,Middle,1,undergraduate,90,Low Mortgage,0,Rejected,0,0,No,1,0
3504,29,Young,3,53,Middle Income,95814,4,2.1,Middle,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
3505,46,Middle Age,20,15,Low Income,95370,4,0.6,Low,3,professional,0,No Mortgage,0,Rejected,1,0,No,1,0
3506,64,Senior,39,103,High Income,90304,1,0.8,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,1
3507,27,Young,1,58,Middle Income,95827,4,1.8,Low,2,graduate,154,High Mortgage,0,Rejected,0,1,Yes,1,1
3508,50,Senior,23,83,Middle Income,91791,1,2.67,Middle,2,graduate,0,No Mortgage,0,Rejected,0,1,Yes,1,1
3509,33,Middle Age,9,125,High Income,92182,1,4.3,Middle,3,professional,0,No Mortgage,1,Accepted,0,0,No,1,0
3510,38,Middle Age,12,61,Middle Income,91330,3,0.9,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
3511,38,Middle Age,11,69,Middle Income,92124,3,2.33,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
3512,37,Middle Age,11,89,Middle Income,94609,1,1.5,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
3513,46,Middle Age,20,70,Middle Income,90405,4,2.9,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,1
3514,31,Middle Age,4,39,Low Income,94501,2,1,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
3515,35,Middle Age,9,41,Low Income,90024,4,1.2,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
3516,50,Senior,26,148,High Income,94143,2,0.4,Low,1,undergraduate,508,High Mortgage,0,Rejected,0,0,No,0,0
3517,45,Middle Age,21,38,Low Income,93943,3,0.6,Low,2,graduate,148,Low Mortgage,0,Rejected,0,0,No,1,0
3518,30,Middle Age,6,95,Middle Income,94234,1,3.9,Middle,3,professional,146,Low Mortgage,1,Accepted,0,0,No,0,1
3519,60,Senior,36,129,High Income,95039,2,6,High,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
3520,31,Middle Age,5,84,Middle Income,94720,4,1.8,Low,2,graduate,0,No Mortgage,0,Rejected,1,0,No,1,0
3521,60,Senior,35,29,Low Income,92126,3,1.3,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
3522,36,Middle Age,10,30,Low Income,91711,2,0.8,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
3523,64,Senior,40,90,Middle Income,94028,2,0,Low,3,professional,134,Low Mortgage,0,Rejected,0,0,No,0,0
3524,29,Young,4,150,High Income,91302,1,0.8,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,1
3525,58,Senior,33,15,Low Income,94583,4,0.9,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
3526,59,Senior,34,13,Low Income,96651,4,0.9,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
3527,58,Senior,33,9,Low Income,95008,2,0.2,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
3528,35,Middle Age,10,24,Low Income,95054,4,1.1,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
3529,43,Middle Age,17,41,Low Income,90210,3,2.2,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
3530,33,Middle Age,7,25,Low Income,94132,4,1,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,1
3531,54,Senior,28,49,Low Income,90073,4,2.8,Middle,2,graduate,0,No Mortgage,0,Rejected,1,0,No,0,0
3532,38,Middle Age,12,58,Middle Income,94542,3,0.9,Low,3,professional,128,Low Mortgage,0,Rejected,0,0,No,0,1
3533,38,Middle Age,12,141,High Income,94022,2,0,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,1
3534,57,Senior,32,50,Middle Income,94545,4,2.1,Middle,1,undergraduate,211,High Mortgage,0,Rejected,0,0,No,0,0
3535,34,Middle Age,10,61,Middle Income,95006,3,2,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,1
3536,52,Senior,27,65,Middle Income,92104,1,1.2,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,1
3537,50,Senior,24,112,High Income,94005,1,0.3,Low,1,undergraduate,229,High Mortgage,0,Rejected,0,0,No,0,0
3538,60,Senior,34,19,Low Income,92093,3,0.3,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
3539,26,Young,0,23,Low Income,93561,1,0.1,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
3540,56,Senior,30,60,Middle Income,91380,1,2.2,Middle,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
3541,39,Middle Age,15,30,Low Income,94305,4,0.3,Low,1,undergraduate,0,No Mortgage,0,Rejected,1,0,No,0,1
3542,45,Middle Age,20,144,High Income,92106,4,5.4,High,1,undergraduate,210,High Mortgage,1,Accepted,0,0,No,1,0
3543,30,Middle Age,5,118,High Income,92182,4,3,Middle,3,professional,0,No Mortgage,1,Accepted,0,0,No,1,0
3544,37,Middle Age,11,194,High Income,94303,2,0,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
3545,45,Middle Age,19,109,High Income,92037,3,1.1,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
3546,48,Middle Age,22,174,High Income,95827,1,2.4,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
3547,65,Senior,40,34,Low Income,94720,1,1.1,Low,3,professional,119,Low Mortgage,0,Rejected,0,0,No,1,1
3548,46,Middle Age,20,84,Middle Income,92354,3,0.7,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
3549,40,Middle Age,16,41,Low Income,91107,1,2,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,1
3550,33,Middle Age,7,92,Middle Income,90840,3,1.6,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
3551,40,Middle Age,10,19,Low Income,94609,1,0.75,Low,3,professional,116,Low Mortgage,0,Rejected,0,0,No,0,0
3552,60,Senior,35,55,Middle Income,92807,3,0.5,Low,2,graduate,172,High Mortgage,0,Rejected,0,0,No,0,0
3553,51,Senior,27,22,Low Income,93106,4,0.5,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,1
3554,41,Middle Age,16,155,High Income,95070,1,7,High,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
3555,37,Middle Age,13,72,Middle Income,92407,4,2,Middle,3,professional,0,No Mortgage,0,Rejected,1,0,No,0,0
3556,35,Middle Age,9,81,Middle Income,91107,1,2.7,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
3557,35,Middle Age,11,30,Low Income,94303,1,1.7,Low,1,undergraduate,0,No Mortgage,0,Rejected,1,0,No,0,1
3558,46,Middle Age,20,54,Middle Income,90755,4,2.9,Middle,1,undergraduate,189,High Mortgage,0,Rejected,0,0,No,1,1
3559,60,Senior,34,60,Middle Income,94065,3,2.5,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
3560,51,Senior,25,68,Middle Income,94065,1,1.5,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
3561,31,Middle Age,5,65,Middle Income,94591,4,2.2,Middle,2,graduate,126,Low Mortgage,0,Rejected,0,0,No,1,0
3562,30,Middle Age,6,31,Low Income,94720,3,1,Low,2,graduate,142,Low Mortgage,0,Rejected,0,0,No,0,0
3563,32,Middle Age,8,169,High Income,94596,1,6.5,High,3,professional,272,High Mortgage,1,Accepted,1,1,Yes,1,0
3564,53,Senior,27,139,High Income,94998,1,0.9,Low,3,professional,0,No Mortgage,1,Accepted,0,0,No,0,0
3565,33,Middle Age,7,29,Low Income,94720,1,0.6,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
3566,40,Middle Age,15,43,Low Income,92120,2,1.1,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,1
3567,57,Senior,33,80,Middle Income,92064,2,2.8,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,1
3568,51,Senior,26,43,Low Income,91040,1,1.3,Low,2,graduate,123,Low Mortgage,0,Rejected,0,0,No,1,0
3569,30,Middle Age,4,194,High Income,93407,2,4.5,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,1
3570,41,Middle Age,15,24,Low Income,92130,2,0.8,Low,3,professional,0,No Mortgage,0,Rejected,1,0,No,1,0
3571,54,Senior,29,32,Low Income,91107,2,0.6,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,1
3572,42,Middle Age,18,153,High Income,93955,3,5.6,High,1,undergraduate,416,High Mortgage,1,Accepted,0,0,No,0,0
3573,30,Middle Age,6,30,Low Income,90245,1,0.4,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,1
3574,60,Senior,36,165,High Income,90095,3,5.6,High,1,undergraduate,0,No Mortgage,1,Accepted,0,0,No,0,1
3575,56,Senior,30,64,Middle Income,95123,3,0.3,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,1
3576,63,Senior,38,15,Low Income,94305,4,0.6,Low,2,graduate,83,Low Mortgage,0,Rejected,0,0,No,0,0
3577,56,Senior,30,70,Middle Income,90245,3,0.3,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
3578,39,Middle Age,9,32,Low Income,91016,3,2,Middle,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
3579,29,Young,5,128,High Income,91302,2,4.1,Middle,2,graduate,209,High Mortgage,1,Accepted,0,0,No,1,0
3580,28,Young,2,84,Middle Income,94305,1,2.9,Middle,3,professional,102,Low Mortgage,0,Rejected,1,1,Yes,0,1
3581,41,Middle Age,16,62,Middle Income,94553,2,2.2,Middle,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,1
3582,28,Young,4,33,Low Income,91330,3,1,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,1
3583,49,Middle Age,25,65,Middle Income,92354,1,0,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
3584,30,Middle Age,3,33,Low Income,95112,4,1.5,Low,2,graduate,85,Low Mortgage,0,Rejected,0,0,No,0,0
3585,63,Senior,37,15,Low Income,92121,1,0.8,Low,2,graduate,115,Low Mortgage,0,Rejected,0,0,No,1,0
3586,45,Middle Age,18,45,Low Income,92037,3,1,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
3587,40,Middle Age,15,132,High Income,94131,2,3.9,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
3588,28,Young,4,29,Low Income,94080,3,0.1,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
3589,62,Senior,38,65,Middle Income,91768,1,0,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
3590,38,Middle Age,12,52,Middle Income,92807,2,2.4,Middle,2,graduate,147,Low Mortgage,0,Rejected,0,0,No,0,0
3591,32,Middle Age,7,64,Middle Income,92630,2,0.1,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,1
3592,58,Senior,32,73,Middle Income,94109,2,2.3,Middle,3,professional,224,High Mortgage,0,Rejected,0,0,No,1,1
3593,33,Middle Age,3,20,Low Income,94704,1,0.67,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
3594,60,Senior,34,44,Low Income,90018,2,0.3,Low,1,undergraduate,192,High Mortgage,0,Rejected,0,0,No,1,0
3595,34,Middle Age,8,79,Middle Income,95616,1,2.5,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
3596,38,Middle Age,14,104,High Income,90025,2,1.8,Low,2,graduate,79,Low Mortgage,0,Rejected,0,0,No,0,0
3597,44,Middle Age,20,88,Middle Income,94720,1,4.7,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
3598,56,Senior,26,51,Middle Income,92028,3,2,Middle,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
3599,37,Middle Age,11,61,Middle Income,95120,3,0.9,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
3600,45,Middle Age,19,23,Low Income,93101,2,0.1,Low,3,professional,91,Low Mortgage,0,Rejected,0,1,Yes,1,1
3601,44,Middle Age,20,38,Low Income,90018,2,2.1,Middle,3,professional,95,Low Mortgage,0,Rejected,0,0,No,1,0
3602,37,Middle Age,13,75,Middle Income,94305,3,2.6,Middle,2,graduate,0,No Mortgage,0,Rejected,1,0,No,0,0
3603,47,Middle Age,21,42,Low Income,95841,4,0.1,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,1
3604,51,Senior,25,45,Low Income,92407,4,0.1,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,1
3605,63,Senior,38,59,Middle Income,92612,3,0.5,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
3606,61,Senior,31,130,High Income,92333,2,2.6,Middle,3,professional,0,No Mortgage,1,Accepted,0,0,No,0,0
3607,43,Middle Age,18,9,Low Income,96145,2,0,Low,3,professional,96,Low Mortgage,0,Rejected,0,0,No,1,1
3608,41,Middle Age,15,62,Middle Income,90401,3,0.9,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
3609,59,Senior,35,202,High Income,94025,1,4.7,Middle,1,undergraduate,553,High Mortgage,0,Rejected,0,0,No,0,0
3610,29,Young,5,162,High Income,94022,1,4.3,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,1
3611,32,Middle Age,6,93,Middle Income,90029,3,1.6,Low,1,undergraduate,79,Low Mortgage,0,Rejected,0,0,No,1,0
3612,64,Senior,39,145,High Income,92705,1,0.9,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
3613,50,Senior,25,99,Middle Income,90245,1,4.6,Middle,1,undergraduate,368,High Mortgage,1,Accepted,1,1,Yes,0,1
3614,35,Middle Age,11,148,High Income,92672,1,5.8,High,3,professional,0,No Mortgage,1,Accepted,0,0,No,1,0
3615,34,Middle Age,10,154,High Income,94583,3,5.4,High,2,graduate,0,No Mortgage,1,Accepted,0,0,No,1,0
3616,58,Senior,34,149,High Income,95616,2,6,High,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,1
3617,41,Middle Age,15,69,Middle Income,92507,1,1.5,Low,3,professional,78,Low Mortgage,0,Rejected,0,0,No,1,0
3618,37,Middle Age,11,30,Low Income,94304,2,0.3,Low,1,undergraduate,146,Low Mortgage,0,Rejected,0,0,No,0,0
3619,35,Middle Age,8,48,Low Income,92697,2,1,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
3620,45,Middle Age,20,42,Low Income,94703,1,0.3,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
3621,53,Senior,29,132,High Income,95020,2,0.3,Low,1,undergraduate,403,High Mortgage,0,Rejected,0,0,No,0,0
3622,53,Senior,27,81,Middle Income,91730,3,1.7,Low,2,graduate,193,High Mortgage,0,Rejected,0,0,No,1,0
3623,54,Senior,29,60,Middle Income,94901,4,3.8,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,1
3624,28,Young,3,45,Low Income,91105,4,1.7,Low,2,graduate,95,Low Mortgage,0,Rejected,0,0,No,0,0
3625,58,Senior,28,70,Middle Income,92028,1,1.4,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
3626,47,Middle Age,21,71,Middle Income,92037,4,2.9,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
3627,24,Young,3,28,Low Income,90089,4,1,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
3628,27,Young,1,83,Middle Income,90034,2,0.2,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,1
3629,42,Middle Age,18,131,High Income,94949,1,3.4,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,1
3630,50,Senior,26,82,Middle Income,95051,1,0,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,1
3631,41,Middle Age,16,79,Middle Income,95020,1,4,Middle,3,professional,225,High Mortgage,0,Rejected,0,0,No,1,0
3632,46,Middle Age,21,51,Middle Income,90089,4,1.9,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
3633,46,Middle Age,20,111,High Income,95307,2,6.3,High,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,1
3634,51,Senior,25,93,Middle Income,90048,1,0.3,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
3635,59,Senior,35,73,Middle Income,90009,4,2.3,Middle,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
3636,58,Senior,33,24,Low Income,95616,2,0.5,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
3637,37,Middle Age,11,64,Middle Income,96094,3,0.9,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
3638,39,Middle Age,14,104,High Income,94608,3,1,Low,1,undergraduate,242,High Mortgage,0,Rejected,0,0,No,1,0
3639,47,Middle Age,22,38,Low Income,92866,4,1.9,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
3640,51,Senior,26,191,High Income,94063,1,8.1,High,1,undergraduate,0,No Mortgage,0,Rejected,1,0,No,1,0
3641,64,Senior,34,53,Middle Income,95821,4,1.67,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,1
3642,59,Senior,35,74,Middle Income,94402,4,2.3,Middle,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
3643,55,Senior,29,21,Low Income,92704,4,0.7,Low,3,professional,0,No Mortgage,0,Rejected,1,0,No,1,0
3644,57,Senior,32,80,Middle Income,92606,3,1.6,Low,3,professional,144,Low Mortgage,0,Rejected,0,0,No,1,1
3645,59,Senior,33,41,Low Income,91711,4,2.5,Middle,1,undergraduate,174,High Mortgage,0,Rejected,0,0,No,0,0
3646,42,Middle Age,17,79,Middle Income,92103,1,3.7,Middle,3,professional,0,No Mortgage,0,Rejected,1,0,No,0,1
3647,34,Middle Age,9,141,High Income,92056,3,6.9,High,2,graduate,260,High Mortgage,1,Accepted,0,0,No,1,0
3648,41,Middle Age,14,32,Low Income,91605,3,1,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,1
3649,43,Middle Age,13,38,Low Income,95616,3,2,Middle,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
3650,53,Senior,29,85,Middle Income,92691,3,1.8,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
3651,47,Middle Age,21,93,Middle Income,91604,2,0.8,Low,3,professional,107,Low Mortgage,0,Rejected,0,0,No,0,0
3652,49,Middle Age,23,140,High Income,90504,1,1.9,Low,3,professional,0,No Mortgage,1,Accepted,0,0,No,0,1
3653,35,Middle Age,9,69,Middle Income,94704,4,2.2,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,1
3654,52,Senior,27,32,Low Income,92521,2,2,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,1
3655,53,Senior,28,61,Middle Income,94061,4,0.9,Low,1,undergraduate,177,High Mortgage,0,Rejected,0,0,No,0,0
3656,48,Middle Age,22,125,High Income,90086,1,2.4,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
3657,35,Middle Age,8,30,Low Income,95014,4,1,Low,2,graduate,0,No Mortgage,0,Rejected,1,0,No,0,0
3658,52,Senior,26,104,High Income,94025,2,2.4,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,1
3659,60,Senior,35,24,Low Income,92612,1,0.1,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
3660,33,Middle Age,7,22,Low Income,94002,1,0.4,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
3661,38,Middle Age,12,59,Middle Income,93401,2,2.4,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
3662,29,Young,4,120,High Income,94553,1,4.1,Middle,2,graduate,0,No Mortgage,1,Accepted,1,1,Yes,0,1
3663,35,Middle Age,9,164,High Income,94305,2,0,Low,1,undergraduate,500,High Mortgage,0,Rejected,0,0,No,0,0
3664,26,Young,2,60,Middle Income,94111,4,1.6,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,1,Yes,1,1
3665,48,Middle Age,24,43,Low Income,91791,3,1.9,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
3666,43,Middle Age,19,70,Middle Income,91711,3,2.33,Middle,1,undergraduate,0,No Mortgage,0,Rejected,1,0,No,0,0
3667,60,Senior,35,51,Middle Income,94143,2,2.8,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
3668,27,Young,3,59,Middle Income,94590,4,1.6,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
3669,38,Middle Age,13,129,High Income,92037,4,0.3,Low,3,professional,75,Low Mortgage,1,Accepted,0,0,No,1,0
3670,40,Middle Age,15,22,Low Income,95616,2,1.4,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,1
3671,38,Middle Age,14,29,Low Income,94402,4,0.4,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
3672,50,Senior,25,18,Low Income,93106,1,0.4,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
3673,38,Middle Age,13,65,Middle Income,91320,3,0.5,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
3674,34,Middle Age,9,65,Middle Income,95134,4,1.3,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,1
3675,42,Middle Age,16,38,Low Income,93437,1,0.2,Low,1,undergraduate,0,No Mortgage,0,Rejected,1,0,No,0,0
3676,60,Senior,34,110,High Income,92126,2,2,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
3677,62,Senior,37,22,Low Income,95818,1,1.5,Low,2,graduate,111,Low Mortgage,0,Rejected,0,0,No,1,0
3678,59,Senior,33,43,Low Income,94234,2,0.3,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,1
3679,49,Middle Age,25,30,Low Income,92093,4,0.6,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
3680,49,Middle Age,23,134,High Income,90095,2,6.3,High,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
3681,36,Middle Age,11,32,Low Income,90064,3,1.3,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
3682,33,Middle Age,9,139,High Income,95054,1,4.3,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
3683,43,Middle Age,17,45,Low Income,95051,2,0.7,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
3684,53,Senior,27,62,Middle Income,95070,3,3,Middle,2,graduate,0,No Mortgage,0,Rejected,1,0,No,0,0
3685,57,Senior,31,51,Middle Income,92093,4,1.7,Low,2,graduate,103,Low Mortgage,0,Rejected,0,0,No,1,0
3686,53,Senior,27,93,Middle Income,94588,1,0.8,Low,3,professional,313,High Mortgage,0,Rejected,0,0,No,0,0
3687,60,Senior,35,122,High Income,92521,1,1.3,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
3688,34,Middle Age,10,45,Low Income,93943,1,1.33,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
3689,51,Senior,26,179,High Income,90245,1,8.1,High,1,undergraduate,0,No Mortgage,0,Rejected,1,0,No,1,0
3690,36,Middle Age,12,64,Middle Income,94708,3,2.8,Middle,1,undergraduate,205,High Mortgage,0,Rejected,0,0,No,0,1
3691,63,Senior,39,41,Low Income,95449,2,1.1,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
3692,37,Middle Age,13,58,Middle Income,95211,2,0.6,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,1
3693,57,Senior,33,64,Middle Income,94132,4,2.2,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
3694,52,Senior,27,28,Low Income,93117,3,1.7,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
3695,38,Middle Age,8,21,Low Income,92037,1,0.67,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
3696,61,Senior,35,60,Middle Income,90272,1,2.8,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
3697,31,Middle Age,5,78,Middle Income,94309,2,0.2,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,1
3698,39,Middle Age,13,59,Middle Income,95616,3,0.5,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
3699,38,Middle Age,12,59,Middle Income,96001,3,0.5,Low,3,professional,0,No Mortgage,0,Rejected,1,1,Yes,1,1
3700,46,Middle Age,22,83,Middle Income,94501,4,1.4,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,1
3701,48,Middle Age,22,128,High Income,94608,1,5.7,High,1,undergraduate,0,No Mortgage,0,Rejected,1,0,No,0,0
3702,58,Senior,33,95,Middle Income,90503,1,2.6,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
3703,50,Senior,25,160,High Income,93108,4,4.3,Middle,3,professional,410,High Mortgage,1,Accepted,0,0,No,0,0
3704,67,Senior,41,78,Middle Income,94301,4,2.4,Middle,3,professional,0,No Mortgage,0,Rejected,1,0,No,0,0
3705,36,Middle Age,11,184,High Income,91304,2,5.1,High,2,graduate,0,No Mortgage,1,Accepted,0,0,No,0,0
3706,30,Middle Age,4,30,Low Income,91770,3,1,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
3707,58,Senior,33,51,Middle Income,94305,2,1.6,Low,3,professional,123,Low Mortgage,0,Rejected,0,0,No,1,0
3708,43,Middle Age,18,35,Low Income,92647,1,0.6,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
3709,31,Middle Age,1,74,Middle Income,92116,4,4,Middle,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
3710,37,Middle Age,11,43,Low Income,92521,4,1.2,Low,2,graduate,0,No Mortgage,0,Rejected,1,0,No,0,0
3711,49,Middle Age,22,23,Low Income,90032,2,1,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,1
3712,27,Young,1,20,Low Income,94720,4,0.4,Low,1,undergraduate,99,Low Mortgage,0,Rejected,0,0,No,1,0
3713,50,Senior,25,112,High Income,92154,1,0.6,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
